"REF_DATE","GEO","DGUID","Labour force characteristics","Sex","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1999-01","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","225.1","","","","1"
"1999-02","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","223.0","","","","1"
"1999-03","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","227.5","","","","1"
"1999-04","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","232.3","","","","1"
"1999-05","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","252.2","","","","1"
"1999-06","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","258.0","","","","1"
"1999-07","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","271.9","","","","1"
"1999-08","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","256.6","","","","1"
"1999-09","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","247.1","","","","1"
"1999-10","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","243.0","","","","1"
"1999-11","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","241.0","","","","1"
"1999-12","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","231.1","","","","1"
"2000-01","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","225.2","","","","1"
"2000-02","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","226.3","","","","1"
"2000-03","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","229.4","","","","1"
"2000-04","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","230.5","","","","1"
"2000-05","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","243.2","","","","1"
"2000-06","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","246.5","","","","1"
"2000-07","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","257.1","","","","1"
"2000-08","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","248.1","","","","1"
"2000-09","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","242.8","","","","1"
"2000-10","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","238.8","","","","1"
"2000-11","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","239.3","","","","1"
"2000-12","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","232.1","","","","1"
"2001-01","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","223.5","","","","1"
"2001-02","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","223.1","","","","1"
"2001-03","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","227.8","","","","1"
"2001-04","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","239.3","","","","1"
"2001-05","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","251.7","","","","1"
"2001-06","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","257.1","","","","1"
"2001-07","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","263.8","","","","1"
"2001-08","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","258.7","","","","1"
"2001-09","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","243.9","","","","1"
"2001-10","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","242.4","","","","1"
"2001-11","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","239.5","","","","1"
"2001-12","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","238.8","","","","1"
"2002-01","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","233.2","","","","1"
"2002-02","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","231.8","","","","1"
"2002-03","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","235.6","","","","1"
"2002-04","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","239.0","","","","1"
"2002-05","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","257.6","","","","1"
"2002-06","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","260.8","","","","1"
"2002-07","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","268.8","","","","1"
"2002-08","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","263.4","","","","1"
"2002-09","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","249.0","","","","1"
"2002-10","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","246.2","","","","1"
"2002-11","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","244.4","","","","1"
"2002-12","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","244.3","","","","1"
"2003-01","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","241.1","","","","1"
"2003-02","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","240.1","","","","1"
"2003-03","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","240.1","","","","1"
"2003-04","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","245.3","","","","1"
"2003-05","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","257.9","","","","1"
"2003-06","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","266.6","","","","1"
"2003-07","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","272.9","","","","1"
"2003-08","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","266.3","","","","1"
"2003-09","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","254.9","","","","1"
"2003-10","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","248.7","","","","1"
"2003-11","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","246.4","","","","1"
"2003-12","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","246.7","","","","1"
"2004-01","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","241.3","","","","1"
"2004-02","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","238.9","","","","1"
"2004-03","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","241.4","","","","1"
"2004-04","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","245.5","","","","1"
"2004-05","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","263.2","","","","1"
"2004-06","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","269.6","","","","1"
"2004-07","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","277.9","","","","1"
"2004-08","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","266.6","","","","1"
"2004-09","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","252.7","","","","1"
"2004-10","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","247.4","","","","1"
"2004-11","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","244.3","","","","1"
"2004-12","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","242.5","","","","1"
"2005-01","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","237.1","","","","1"
"2005-02","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","236.0","","","","1"
"2005-03","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","240.0","","","","1"
"2005-04","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","243.6","","","","1"
"2005-05","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","254.9","","","","1"
"2005-06","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","263.3","","","","1"
"2005-07","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","273.3","","","","1"
"2005-08","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","264.9","","","","1"
"2005-09","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","253.2","","","","1"
"2005-10","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","248.5","","","","1"
"2005-11","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","249.0","","","","1"
"2005-12","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","240.5","","","","1"
"2006-01","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","236.9","","","","1"
"2006-02","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","238.0","","","","1"
"2006-03","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","238.4","","","","1"
"2006-04","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","247.7","","","","1"
"2006-05","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","260.0","","","","1"
"2006-06","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","264.0","","","","1"
"2006-07","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","268.2","","","","1"
"2006-08","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","265.6","","","","1"
"2006-09","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","253.8","","","","1"
"2006-10","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","252.2","","","","1"
"2006-11","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","247.9","","","","1"
"2006-12","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","245.7","","","","1"
"2007-01","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","241.7","","","","1"
"2007-02","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","240.2","","","","1"
"2007-03","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","241.5","","","","1"
"2007-04","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","244.7","","","","1"
"2007-05","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","256.2","","","","1"
"2007-06","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","260.2","","","","1"
"2007-07","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","266.0","","","","1"
"2007-08","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","265.4","","","","1"
"2007-09","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","253.9","","","","1"
"2007-10","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","250.9","","","","1"
"2007-11","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","247.4","","","","1"
"2007-12","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","244.0","","","","1"
"2008-01","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","240.3","","","","1"
"2008-02","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","244.0","","","","1"
"2008-03","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","242.9","","","","1"
"2008-04","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","253.6","","","","1"
"2008-05","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","264.7","","","","1"
"2008-06","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","268.1","","","","1"
"2008-07","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","271.8","","","","1"
"2008-08","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","269.4","","","","1"
"2008-09","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","255.3","","","","1"
"2008-10","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","253.3","","","","1"
"2008-11","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","252.6","","","","1"
"2008-12","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","245.8","","","","1"
"2009-01","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","241.9","","","","1"
"2009-02","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","243.3","","","","1"
"2009-03","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","244.7","","","","1"
"2009-04","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","247.7","","","","1"
"2009-05","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","257.1","","","","1"
"2009-06","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","267.4","","","","1"
"2009-07","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","272.6","","","","1"
"2009-08","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","268.3","","","","1"
"2009-09","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","257.3","","","","1"
"2009-10","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","253.8","","","","1"
"2009-11","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","253.1","","","","1"
"2009-12","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","248.3","","","","1"
"2010-01","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","247.3","","","","1"
"2010-02","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","246.8","","","","1"
"2010-03","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","252.2","","","","1"
"2010-04","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","255.5","","","","1"
"2010-05","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","267.5","","","","1"
"2010-06","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","267.5","","","","1"
"2010-07","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","277.2","","","","1"
"2010-08","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","274.5","","","","1"
"2010-09","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","267.9","","","","1"
"2010-10","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","260.6","","","","1"
"2010-11","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","259.2","","","","1"
"2010-12","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","257.5","","","","1"
"2011-01","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","252.2","","","","1"
"2011-02","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","253.8","","","","1"
"2011-03","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","258.4","","","","1"
"2011-04","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","261.7","","","","1"
"2011-05","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","270.1","","","","1"
"2011-06","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","269.6","","","","1"
"2011-07","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","279.2","","","","1"
"2011-08","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","276.1","","","","1"
"2011-09","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","266.3","","","","1"
"2011-10","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","265.3","","","","1"
"2011-11","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","265.0","","","","1"
"2011-12","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","265.3","","","","1"
"2012-01","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","261.4","","","","1"
"2012-02","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","262.1","","","","1"
"2012-03","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","265.1","","","","1"
"2012-04","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","271.3","","","","1"
"2012-05","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","277.8","","","","1"
"2012-06","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","283.2","","","","1"
"2012-07","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","286.1","","","","1"
"2012-08","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","287.0","","","","1"
"2012-09","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","275.8","","","","1"
"2012-10","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","274.2","","","","1"
"2012-11","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","276.5","","","","1"
"2012-12","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","273.5","","","","1"
"2013-01","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","268.3","","","","1"
"2013-02","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","270.0","","","","1"
"2013-03","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","272.9","","","","1"
"2013-04","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","272.9","","","","1"
"2013-05","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","279.1","","","","1"
"2013-06","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","281.6","","","","1"
"2013-07","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","285.9","","","","1"
"2013-08","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","282.1","","","","1"
"2013-09","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","269.2","","","","1"
"2013-10","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","271.8","","","","1"
"2013-11","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","271.5","","","","1"
"2013-12","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","268.7","","","","1"
"2014-01","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","267.3","","","","1"
"2014-02","Newfoundland and Labrador","2016A000210","Labour force","Both sexes","15 years and over","Persons","249","thousands","3","v2091681","2.2.1.1","267.1","","","","1"
